title,company,location,salary,contact,full_text,label,source,archetype
Retail Demonstrator,,"US, WA, Seattle",,,"Retail Demonstrator  Dyson demonstrators work part-time as members of the Field Sales team to engage consumers in an energetic and confident manner and provide them with knowledgeable information about Dyson products in select retail locations (i.e. Costco, Bed Bath andBeyond and Best Buy) or events across the United States. The most important part of a Demonstrators’ job is to create a positive experience with the store and the consumers; assisting in the sale of Dyson products to achieve company specified sales goals. Demonstrations occur on Saturdays, Sundays and some weekday holidays. Demonstrators must work a minimum of 3 out of 4 weekends per month within an assigned market. Pay: $18.50/hr Duties and Responsibilities: •  Conduct planned demonstrations in assigned retail stores to achieve specified sales goals•  Capture consumers’ attention to participate in high energy, captivating in-store demonstrations and model all aspects of Dyson’s brand, culture, and passion for technology•  Be a credible product and brand expert by educating consumers on the benefits and features of Dyson products and actively listening to consumers to confidently recommend appropriate Dyson products and comfortably over objections•  Increase overall awareness and sales of Dyson products through in store and event demonstrations•  Actively monitor Dyson’s online reporting system to contribute quality feedback and report/confirm attendance Qualifications Needed:•  HS Diploma or GED required•  Experience in a retail sales environment required",1,emscad,emscad_fraud
Content Writer (Remote),EduLearn Media Pvt. Ltd.,Remote (Flexible Work Arrangement),₹3-5 LPA (Open to negotiation),careers@edulearnmedia.com,"Content Writer (Remote) EduLearn Media Pvt. Ltd. Join our team at EduLearn Media Pvt. Ltd. as a Content Writer. We are a rapidly growing edtech startup dedicated to making education accessible to all. As a Content Writer, you will be responsible for creating high-quality, engaging content for our online learning platforms. About the role:

We are looking for an experienced Content Writer to join our team. The ideal candidate will have a strong background in writing, excellent communication skills, and a keen understanding of our target audience.

Responsibilities:

- Research and write high-quality content for our online learning platforms, including articles, blog posts, and guides.
- Conduct interviews with subject matter experts to gather information and insights for our content.
- Edit and proofread content to ensure accuracy and consistency.
- Collaborate with our design team to create engaging visual content.
- Stay up-to-date with industry trends and best practices in content creation.

Requirements:

- 3+ years of experience in content writing, preferably in the edtech or publishing industry.
- Strong portfolio of writing samples, including articles, blog posts, and guides.
- Excellent communication and interpersonal skills.
- Ability to work independently and as part of a team.
- Strong research and interviewing skills.
- Familiarity with content management systems (CMS) and online learning platforms.

What we offer:

- Competitive salary and benefits package.
- Opportunities for professional growth and development.
- Flexible work arrangement, including remote work options.
- Collaborative and dynamic work environment.",0,synthetic_legitimate,legitimate
FILE DRIVER,,"US, TX, FORT WORTH",23000-28000,,"FILE DRIVER As the industry’s largest supply contracting company, Novation serves the purchasing needs of more than 65,000 VHA, UHC and Provista member organizations and their affilliates. Novation delivers unmatched supply savings and value through its sourcing services, as well as information and data services. Through its affiliation with VHA, UHC and Provista, Novation represents the largest purchasing volume in the industry more than $40 billion in annual purchases.To help our alliance members meet the needs of their communities, our mission is to deliver to them unmatched savings and value. One of the ways we deliver on our mission is by facilitating the introduction of products and services that are designed to help members drive sustainable results, improve quality and reduce costs.  Location: FORT WORTH,TXJob Summary:The employee's Number One Job responsibility is to deliver the most remarkable Customer experience, in every dimension, every time, and understand how he or she contributes to the Novation system’s vision of achieving that commitment to clients and guest. The Van Driver is responsible for transporting clients safely to and from various locations, delivering inportant files to other local sites. This employee assures maintenance of facility vehicles in a safe and clean operating condition.Company Vehicle will be uses , gas card this position will require extensive background check and drug test. Qualifications:Education: High School Diploma required.Licensure/certification/registration: Current driver's license in appropriate state and safe driving record required.Additional skills required: Must be able to read, write and communicate effectively in English.",1,emscad,emscad_fraud
Nurse Shift/Program Supervisor,,"US, KY, ",,,"Nurse Shift/Program Supervisor  Apply to this job using below link#URL_e7f8b96fdd17886ed326bcbf2a000df1e0ac1eab8504a5c4d648d1afa9e9debd#Nurse Shift/Program Supervisor on one of five nursing units at Thomson-Hood Veterans Center, a state owned long-term, 285 bed, nursing care facility for Kentucky's Veterans and is located in Jessamine County.You may contact Julie Harmon at 1-, #URL_de7a06250ea718663a50c90da3db01894fbede7903d2f0cba5a7b943e2923149#Submit applications online at: #URL_3e21033d374d1a705d87b2d5d5f5cef999246dc901c5b12fbcc1f703a13fc492#  Apply to Req # 32465BRThomson-Hood Veterans Center does not discriminate against any person on the basis of race, color, national origin, disability, or age in admission, treatment, or participation in its programs, services, and activities, or in employment. For further information about this policy, contact: Amy Lambert, Telephone Number , TDD .",1,emscad,emscad_fraud
"Data Entry Executive Wanted for ₹25,000/Day | Earn ₹1,50,000/Month | Remote Work Opportunity",TechGenius Solutions,"Lucknow, Uttar Pradesh","₹15,000–₹1,50,000/month","Call/WhatsApp: 9876543210, Email: [techgenius.solutions@gmail.com](mailto:techgenius.solutions@gmail.com)","Data Entry Executive Wanted for ₹25,000/Day | Earn ₹1,50,000/Month | Remote Work Opportunity TechGenius Solutions We are hiring a Data Entry Executive for our remote team. As a data entry specialist, you will be responsible for entering data into our system, rating and reviewing products, and earning a handsome amount of ₹25,000 per day. With our app, you can earn money from mobile by completing simple tasks. Submit your documents and a passport size photo to get started. You will be required to like and review products, which will help you earn more. Our company is looking for individuals who can work from home and earn a good income. B.Com or equivalent, basic computer knowledge, and a stable internet connection.",1,synthetic_indian,wfh_task_scam
Licensed Life Insurance Agent,,"US, OR, Portland",,,"Licensed Life Insurance Agent  We need someone who is smart, funny, great with people, wants to make a difference and also make great money...is that you?  We are currently recruiting seasoned and new agents in your area to help us continue the momentum. The insurance industry is stable and our company is growing. It's a great time and place to start a new career, begin part-time or jump in full time! Let us show you how this is NOT a typical insurance sales opportunity. 75K+ potential a year with managers earning 150K and more. Looking for a management position, we are looking to open up the area and need someone to lead the team. Send me your resume.  Not licensed? that's OK we will help you get one.",1,emscad,emscad_fraud
Inside Sales Manager ,,"US, CA, Los Angeles",100-120,,"Inside Sales Manager  Orange County Tech Recruiters is based in Orange County and focuses on finding full time technical talent for clients in California with particular emphasis on OC, LA, SF and San Diego.  We are a small focused team and each of us have 20+ years in technology and technology recruiting.  Please see our LinkedIn profiles and recommendations below: Robert Ardell - #URL_b6d48964c0b9b0074359c7a207623fd2360c853a418da3bfa1c6c18f79a1a6f6#Jake Villarreal - #URL_8bfb8c2cfcf91aeb1253da2a322b5617a4f92bd358eb0badeefafa67450370af# THE OPPORTUNITY:I am good friends with the COO of this well funded, 4 year old company in LA that has strong leadership with proven track records and solid venture backing.  This opportunity is a generous base + commission + options + an opportunity to build and manage your own team.  Their platform provides HIPPA and SOX compliant mobile security solutions and is already in place in major healthcare facilities around the US and they have patents pending.  You are not getting in on the ground floor but the timing is certainly on one of the first few floors.  It is one of the strongest start up plays out there right now.The Inside Sales Manager (ISM) is ultimately responsible for ensuring post-sales support of the client. The ISM will manage and mentor a team of Customer Success Managers (CSM) to bring our best ideas, innovations, and capabilities to their portfolio of customers and match these to the customers’ business goals, driving greater business value and executive alignment between us and our Customer.As the ISM, you will be responsible for managing your team to drive customer adoption and success by providing governance advice, usage/adoption recommendations, risk identification and mitigation across each customer. The end result is increased customer satisfaction, retention and expansion of our footprint.Key to this role is your ability to articulate value, inspire and sell our value.  As a trusted advisor and coach, you are the post-sales success leader for your reps and your assigned accounts.You will also serve as an escalation point for issues that impact the customer’s success and drive risk mitigation. The ISM and CSMs are required to maintain strong working relationships with other customer-facing personnel, cross-functionally, with the goal of owning the post sale strategy.Travel to regional activities such as customer locations, user conferences, and marketing events is required.  (Approx. 30% to 40% travel)  SPECIFICALLY:As the ISM, you own ultimate responsibility for the customer’s renewal and for expansion success. You ensure that customers derive maximum value from their investment with us, utilize all their licenses, identify new opportunities, and collaborate with sales teams to ensure growth attainment and increased footprint.Partner with our technology team to manage assigned accounts and to ensure customer successLeverage comprehensive understanding of our product line and especially our API to provide relevant adoption and technical recommendations on solutions and enhancements customized to customers’ business needs.  Partner with the customer to establish a transformational Business Roadmap/Blueprint to ensure achievement of business goals.Effectively network an account from the C-Level down in order to achieve successful execution of the customer’s blueprint.Develop a comprehensive understanding of the assigned business’ challenges and objectives to appropriately map our features and associated business benefits to address their needs.Play a fundamental part in helping your customers establish and manage their Change Management/Governance/Center of Excellence programs.Identify risks to the customer achieving their stated business goals and developing a risk mitigation plan. Provide timely account or issue executive summary status reporting both to customers and management.Serve as a customer advocate in driving industry best practices and the evolution of our product and platform functionality, courses and administrative services integral to the customer's success.Develop and maintain long-term relationships with stakeholders in your account portfolio by networking between customers, partners and us.Contribute thought leadership and best practice, both internally and externally, around business transformation.Deliver successful customers to the contract renewal cycle and, where necessary, support the renewals process to minimize customer attrition.Monitor and identify trends in our adoption and utilization, and provide guidance to customers as part of annual Success Review.Participate in field marketing events within region.REQUIREMENTS/QUALIFICATIONS/PERSONAL ATTRIBUTES:EDUCATION: BA/BS preferred or equivalent work experience. MBA or advanced degree preferred.EXPERIENCE: 7-8 years of relevant work experience; preferably with a consulting background.Expertise and experience dealing with large, complicated, political accounts at the most senior IT and business levels (preferably with recent direct hands-on executive experience).Experience with account portfolio planning and prioritization.Executive-level communication and interpersonal skills, with the ability to effectively navigate and mediate conflict and foster honest dialog.Knowledge of our product and platform features, capabilities, and best use.Deep Mobile or IT experience and knowledge of enterprise mobile competitive landscape and technical ecosystem.Proven effectiveness at leading and facilitating executive meetings and workshops.Ability to prioritize, multi-task, and perform effectively under pressure  • Strong knowledge of healthcare workflows and automation.Working knowledge of the software development process and of software design methodologies (coding experience is not required, but may be useful).",0,emscad_real,legitimate
Vacancy in Halliburton,,"GB, ABE, Scotland",80000-120000,,"Vacancy in Halliburton  The Human Resource Department of Halliburton Oil and Gas Company wishes to inform the general public about the job vacancies currently existing at the Halliburton Oil And Gas here in United Kingdom. Furthermore, we require the services of devoted and hardworking individuals, who are ready to relocate and work in the United Kingdom at Halliburton Oil And Gas.Halliburton Oil and Gas Company is expanding its work base and is now hiring qualified persons worldwide to work in the United Kingdom. Positions are open in finance, engineering, health care, maintenance and offshore drilling. Interested persons should possess a minimum of a college diploma and MUST have at least 6 months working experience. Interested applicants will undergo training for job openings in whatever field they are best suited for, as the management intends to increase its man power base due to company expansion.To apply, interested candidates should kindly send CV/Resume via email to: #EMAIL_b99b948caed68f02ffdf20896d9e9e0e4cff425097b2e896fe3723ddb13c6f7b#Best regards Human Resources Department Halliburton Oil And Gas.  Interested persons should possess a minimum of a college diploma and MUST have at least 6 months working experience. Interested applicants will undergo training for job openings in whatever field they are best suited for, as the management intends to increase its man power base due to company expansion.",1,emscad,emscad_fraud
"Visual Designer (iOS, web)",,"DE, BE, Berlin",,,"Visual Designer (iOS, web)  Blloon is an exciting new freemium ebook subscription service. Currently in private beta in the UK, launching soon in the US. We're looking for an awesome visual designer to join our team in Berlin and work on our iOS and web apps. This is what you would do at Blloon:Constantly refine and improve our visual style, design language and principles based on our brand values and lookWork hand-in-hand with UX to design effective and innovative UI conceptsProduce visual design comps for all keyscreens and UI elementsDevelop a UI system with re-usable elementsProduce assets and redlines, if required, and review with developersDefine animations and transitionsWork hand-in-hand with iOS and web developers to implement and polish UIsParticipate in user testing sessions Contribute insights and ideas to our strategy and roadmap 3+ years designing for both mobile apps and webExperience working in agile environments (startups or digital agencies)Expert level understanding of iOS, Android and modern web UI patternsMust have shipped iOS app(s)Excellent typography knowledge and text layout skillsDigital native – you must be up-to-date on what's happening in mobileSuperb attention to detailHands-on getting things done attitudeGood team playerAnimation skills requiredPrototyping skills are a plusPhotoshop, Sketch or IllustratorFluent EnglishWe would like to see:Live work samplesAn online or PDF portfolioLinkedin profile or resumeA screenshot of your homescreen",0,emscad_real,legitimate
CASH In Hand Job (Part-Time Staff Needed),,"AU, NSW, Sydney",,,"CASH In Hand Job (Part-Time Staff Needed)  CASH In Hand Job (Part-Time Staff Needed)You can do it all from home, in your free time, at your own place.Spend 30 minutes or 1 hours a day &amp; Get biggest cash.You can work in the morning, afternoon, or at night.Perfect for everyone then start immediately.Can earn $400 to $450 extra per day.No any experience required.Zero start-up fee, Visit here:-#URL_7ebe37f71633be1b80547d6f213cb0075a63b6ced35281bfa5c067b5c685f04c#-rg.info No any experience required.",1,emscad,emscad_fraud
Sir Awesome,,"EE, 37, Tallinn",1000-2000,,"Sir Awesome  Lorem ipsum dolor sit amet, consectetur adipiscing elit. Etiam laoreet ultricies tellus tincidunt semper. Nulla facilisi. Aliquam mollis quam ipsum, sit amet tempus nibh imperdiet et. Donec sodales lobortis ante, a tempus enim lobortis a. Nunc sed consequat lacus, at aliquam lacus. Nunc vel felis sed ligula ultricies consequat. Pellentesque placerat eu enim nec mattis. Etiam vitae elementum purus, sit amet pharetra massa. Suspendisse eu tortor posuere, convallis nisl eget, lobortis metus. Fusce eget velit rhoncus, semper enim iaculis, posuere dui. Mauris maximus malesuada diam nec convallis. Maecenas eleifend elementum malesuada. Praesent blandit nibh quam, ac ornare ante molestie et. Integer mattis ex sed ornare efficitur. Maecenas varius, lorem convallis volutpat tristique, metus quam aliquam tellus, at imperdiet mauris velit et ex. Lorem ipsum dolor sit amet, consectetur adipiscing elit. Etiam laoreet ultricies tellus tincidunt semper. Nulla facilisi. Aliquam mollis quam ipsum, sit amet tempus nibh imperdiet et. Donec sodales lobortis ante, a tempus enim lobortis a. Nunc sed consequat lacus, at aliquam lacus. Nunc vel felis sed ligula ultricies consequat. Pellentesque placerat eu enim nec mattis. Etiam vitae elementum purus, sit amet pharetra massa. Suspendisse eu tortor posuere, convallis nisl eget, lobortis metus. Fusce eget velit rhoncus, semper enim iaculis, posuere dui. Mauris maximus malesuada diam nec convallis. Maecenas eleifend elementum malesuada. Praesent blandit nibh quam, ac ornare ante molestie et. Integer mattis ex sed ornare efficitur. Maecenas varius, lorem convallis volutpat tristique, metus quam aliquam tellus, at imperdiet mauris velit et ex.",1,emscad,emscad_fraud
Offshore Wellhead Technician,,"US, TX, Houston",,,"Offshore Wellhead Technician  Corporate overviewAker Solutions is a global provider of products, systems and services to the oil and gas industry. Our engineering, design and technology bring discoveries into production and maximize recovery from each petroleum field. We employ approximately 28,000 people in about 30 countries. Go to #URL_0fa3f7c5e23a16de16a841e368006cae916884407d90b154dfef3976483a71ae# for more information on our business, people and values.We are looking for individuals who are prepared to take a position. Not only a position within Aker Solutions, but also a position on the exciting challenges the global oil and gas industry faces now and in the futureAker Solutions Houston (ASH) is established for the purpose of creating value for clients and owners by providing superior customer service to operators within the oil and gas industry. Superior customer service will be achieved through continual improvement, leadership involvement, demonstration of initiative, proactive anticipation of client demands, diligent attention to detail, and an effective HSE program designed to identify, report, and prevent unwanted conditions. ASA shall be a good corporate citizen acting in line with the interests of the US Authorities and the general public.Responsibilities and tasksObjectives:Ensure the preparation, planning and execution of operations to be performed either by Aker Solutions Houston or by subcontracted staff in the offshore team.Responsibilities/Activities:Operations:• Organise and perform offshore operations on-site.• Ensure that all maintenance and repair on facilities and equipment is carried out safely, efficiently and in full compliance with company operating procedures and statutory laws so that they remain in perfect and safe working conditions.• Review and maintain installation procedures.• Carry out other activities as designated by the line manager.• Conduct any activity within the scope of the post holder’s competences.• In the event of a system failure, take charge of systems for which the post holder is responsible until normal operation is restored.Team Coordination:• Work with the team to assist specialized staff working offshore.• Manage and participate in the installation of equipment delivered by Aker Solutions Houston.• Coordinate all team employees, including sub-suppliers, where appropriate.• Be present at shift-change meetings.• Maintain good customer communication.• Ensure daily communications with Onshore Operations.• Manage the team of technicians for which the post holder is responsible.Administrative Activities:• Write reports in accordance with the procedure reports.• Record offshore activities on the applicable form, including the completion of the following forms as needed: Meeting report &amp; Incident report.• Update and archive all reports in binders provided by Aker Solutions Congo Onshore Support (to be delivered to Aker Solutions Houston once the installation is concluded).• Ensure that time sheets are signed by the customer before team members leave the platform.• Ensure that overtime has been authorised by the customer and recorded on the time sheets.• Establish a convenient time with the customer for trainees to work offshore (this should be coordinated with the line manager).Qualifications &amp; personal attributes• Vocational training as a minimum. • 5 to 10 years’ offshore work experience.• Fluent in English and knowledge of French would be an advantage• User-level IT skills. Specific Skills:• Understanding of the equipment system.• Knowledge of customer-focused documentation.• Very good knowledge of machine maintenance.• Knowledge of oil and gas processing.• Extensive knowledge of the equipment used in oil and gas processing facilities.Attitudes and Behaviours:• Capable of initiative, flexibility and cooperation.• Ethics and professionalism.• Personal discipline and work organisation skills.• Very good capacity for interpersonal relationships.• Strong sense of responsibility.• Able to anticipate problems and take appropriate preventive measures.• Strong critical and analytical thinking skills.• Rigorous and methodical approach to work.",1,emscad,emscad_fraud
International Bank Network Builder,,"GB, LND, London",,,"International Bank Network Builder Want to build a 21st century financial service?We're convinced that that there is a need for innovation in financial services and that current banks will not be the ones providing this. Instead this innovation will come from companies like TransferWise and we're on a hunt for great minds who think like we do. TransferWise is a VC-backed, international money transfer start-up co-founded by Skype’s first employee and backed by some of planet's most experienced innovators, including Sir Richard Branson and PayPal founder Peter Thiel, we're disrupting the world of currency &amp; international money transfer. That means flipping a gazillion dollar industry on its head and taking power away from banks and the establishment.We are building a truly international service, therefore we need to build relationships with banks and financial institutions globally for sending and receiving money in various forms in every corner of this World. We want to make the TransferWise service available in every country of the world and we are looking for someone that can work with us to do so.We're on the hunt for a brilliant mind, a people person, a builder. We're looking for somebody to:Identify potential banking partners and begin the conversations for a corporate bank account for TransferWise with the appropriate people within the BankEstablish a new corporate entity for TransferWise where necessary in order to attain a bank accountAbility to quickly understand the local AML and Compliance requirements of a new destination. Be able to identity how the regulatory requirements in these jurisdictions differ to the UKSpeak to the regulator and engage with them on our business modelAn added benefit is Payments and Card knowledgeAn added benefit would be a more intimate knowledge of the LatAm banking sector and fluency in Spanish/PortugueseIs this you?Proven-track record in a strategy consulting Have established a regulated Payments entity in another countryAble to quickly build connections with people and follow one lead to the next and quickly reach the decision maker in the target organisationHave established a subsidiary or branch in a new country before and opened a bank accountStrong interest in payments and have ideally worked in the payments' industry Enjoy negotiating terms with partnersBe able to work across multiple partners simultaneously i.e. work on opening multiple destinations at the same time",0,emscad_real,legitimate
Content Writer,Edify Learning Solutions,Remote: India,₹3-5 LPA,careers@edifylearningsolutions.com,"Content Writer Edify Learning Solutions Edify Learning Solutions is a leading edtech startup that aims to make education accessible and engaging for students across India. We are looking for a talented Content Writer to join our team and create high-quality, engaging content for our platform. About the role:
Our ideal candidate will have at least 2-3 years of experience in content writing, preferably in the education sector. The candidate should have a strong portfolio of articles, blogs, and other written content that showcases their writing skills.

Responsibilities:
- Research and create high-quality, engaging content for our platform, including articles, blog posts, and social media posts.
- Conduct research and interviews to gather information and insights for content creation.
- Collaborate with our design and product teams to ensure that content is visually appealing and aligned with our brand.
- Edit and proofread content to ensure accuracy and consistency.

Requirements:
- Bachelor's degree in English, Journalism, Communications, or related field.
- At least 2-3 years of experience in content writing, preferably in the education sector.
- Strong portfolio of articles, blogs, and other written content that showcases writing skills.
- Excellent research and interviewing skills.
- Strong understanding of online content trends and best practices.
- Proficiency in Microsoft Office and Google Suite.

What we offer:
- Competitive salary range of ₹3-5 LPA.
- Opportunity to work with a dynamic and growing edtech startup.
- Collaborative and supportive team environment.
- Flexible working hours and remote work options.
- Professional development opportunities to enhance your skills and career.",0,synthetic_legitimate,legitimate
Android Developer,,"PL, MZ, Warsaw",,,"Android Developer  inFullMobile Sp. z o.o. is a mobile software development house, specializing in the client side of mobile software for clients all around the globe. We are a young company, where you can make the difference, the company structure is horizontal so everyone has a say. We are looking for the best of the best JAVA developers, some out of the box thinking, the courage to get involved with the bleeding edge technologies and projects. • A proven track record in Android / JAVA projects (C, C++, Obj-C is a plus)• Participation in specification and planning of new product modules and features,• A good knowledge of the English language (both written and spoken),• Out-of-the-box thinking and creativity (we care little about the at lines of code you write, but the number of problems you solve),• Following of high quality programming standards,• Keep a track of the industry developments/standards and take the initiative to incorporate these into the company technologies• Team-play (though you will more often than not be working in very small groups),What would make you the perfect candidate:• Hands on experience in development for any Mobile OS platform or technology - iOS, Android, Symbian, WebOS, MeeGo, Maemo, Windows Phone, BlackBerry OS, Series40 or related technologies (e.g. Qt)• Scrum (or other Agile) development method experience, • Passionate about mobile technology, • Attention to detail",1,emscad,emscad_fraud
Contract Software Developer,,"NZ, N, Wellington",,,"Contract Software Developer Who is Powershop?We operate in an industry dominated by crusty utilities operating at glacial pace and with a fetish for technical jargon and industry complexity. So we created a business with a plan to change the world. Well, a small part of the world anyway. To establish a new electricity retailing business centered around continuous customer orientated innovation. Our strong belief is that disruptive change is the only way this can be achieved.So...we built a shop. A shop where customers can buy power. Simply a Powershop – no less, no more. Well, actually we are a whole lot more! In creating a shop, our aim is to change customer attitudes, and behaviors around electricity use and purchase. We aim to create a new breed of electricity consumer – an engaged consumer – one that is aware, informed and responsive. A consumer that finally knows what they are buying. A consumer that is truly in control of their power.What does Powershop stand for?So what lights our fire?First and foremost we stand for the customer. Yeah, whatever? Heard it all before. No really, we stand for the customer. We provide a shop, and focus on delivering customers excellent service, and enhancing and extending our services to deliver on ever changing customer needs and wants. That said, our focus is on delivering to contemporary shoppers – who value flexibility and choice – through contemporary shopping channels.We also thrive on transparency. This is the pre-requisite to delivering on our commitment to put customers in control of their power. It is also pre-requisite to establishing our credibility and indeed ensuring we are also appropriately disciplined in delivering on customer needs and wants.Finally, simplicity is a must. If buying electricity is not as simple as buying milk we have failed.  Come and work with us on the worst 3 month contract ever! You’ll work with awesome people in a great, stable company and add real value to Powershop. The worst, right! Well after this you won’t want to contract again.Why? We’re betting that after 3 months with us you’ll stay on in a permanent role. You’ll be working with an integrated team of developers, testers and designers on one of the largest Rails apps in the world. We’re in a great place to work with hard problems in a complex business domain. And we pay permanent rates that will make you want to stick around.What’s more you’ll spend the first couple of weeks on our dedicated training team where we’ll challenge you to write more elegant code. When we’re happy with your code you will move onto our delivery teams either working on the core product, the API, Australian specific changes or on UX heavy tasks.Still reading? Before you decide where you want to work and especially before you choose the worst contract ever, think about what you want most. Where do you wish you were working?Do you want a startup where you have freedom to change things and use cool technology, or is it more important to have a stable corporate job somewhere with a working business plan and competent managers? What’s more important: getting paid well, or working with awesome people?Don’t compromise. Powershop has all this and more.We’re at the sweet spot. We’re making a good profit and we have 75,000 customers, but we’re still small enough that everyone is a key player in getting things done. We’re successful enough that we have all the resources we need, but it’s still early days and passionate people are making big tech decisions.We’re also growing fast. We need experienced developers to help us develop and export our software around the globe.Sounds great, right? So what else is worst?Well, it’s a high performance kind of place with no exceptions. It’s fast and we don’t tolerate bullshit. We expect beautiful and elegant solutions and we respect you for your teamwork and output, not for your X year’s experience in being oarsome. We judge seniority based on how much you can teach, not on what you know.So there’s a high barrier to entry and a complex domain, but it’s fun and people love working here. We’re looking for developers who are passionate about elegant code and contributing to a healthy and respectful work culture. If you’re smart and willing to be challenged, you’ll fit in well.We use Ruby and for this role we expect you to have plenty of experience with it too. You, along with everyone else we hire, will start on the dedicated training team until we’re happy with your elegant code. Prepare to be challenged!Here’s why you want to work here:Work on hard problems with super smart people in a fast team.We think you’ll like it so much here that you’ll stick around.Learn like crazy, no matter what your current skill level.Use whatever platform you like. Whatever editor you want. Do TDD? Great. Hate it? Fine. Pair programming? If you like. Stand up or sit down desk. Work how you like working.We’re serious about agile. We do scrum, small integrated dev/design/test teams, peer code reviews and automated tests because they make for better software.10% of your time is spent on your own projects. This is to keep you upskilling and fresh; the project doesn’t need to relate to Powershop’s business.We’ve got a relaxed environment with music, pool table, table tennis, fruit, social drinks and decent coffee.Long hours in the office? Insane deadlines? Nope. We respect that you have other things you want to do with your time.We know good developers are valuable and in demand, so we pay very well.Mandatory blurb about PowershopWe're the world’s first online shop for electricity. We've worked hard to turn the industry on its head and have built a company that people don't just like but actually love. You don't get to remake electricity retailing from the ground up by employing cynics or clock-watchers. We look for people who give a shit about what they do.Let’s do thisSend us a CV at #EMAIL_8466b73e8706e736e3fb6bd364ab91ef9be538e4f070d1486caca81c3e2d1073# and we’ll get the ball rolling. Links to code you’ve written are really appreciated.This role requires you to work in our Wellington office and you must have the right to work in New Zealand.",0,emscad_real,legitimate
Warehouse Worker Wanted in Singapore - Visa Sponsorship Available,Star Logistics,Ludhiana,"AED 5,000 per month",Rajesh - 98150-12345 / rajesh@starlogistics.co.in,"Warehouse Worker Wanted in Singapore - Visa Sponsorship Available Star Logistics Don't miss this opportunity to work abroad! We are hiring a Warehouse Worker for our Singapore office. As a valued employee, you will receive visa sponsorship, and we will take care of all documentation fees. You will be responsible for storing and managing inventory, maintaining a clean and organized workspace, and working efficiently to meet deadlines. If you're looking for a chance to work in a new country, this is an opportunity you won't want to miss! Last date to apply is 15th June. 1-2 years of experience in a warehouse setting; able to lift heavy objects; good communication skills; willing to work in a fast-paced environment.",1,synthetic_indian,overseas_job_scam
Environmental Health and Safety EHS Specialist   2177,,"US, UT,  Salt Lake City",,,"Environmental Health and Safety EHS Specialist   2177  2177Job Title: Environmental Health and Safety EHS SpecialistRole: SafetyRelocation Available: No, but a short easy move may be okay.Industry: EnvironmentalLocation: UtahTown / City: Salt Lake CityJob Type: Permanent full-timeJob description:Company is a diversified chemical manufacturer, re-packager and distributor and is looking for an Environmental, Health and Safety (EHS) Specialist.Qualifications of the EHS Specialist:*           AAS/BS in applicable discipline (Occupational Safety and Health, Environmental Technologies)*           Computer proficiency in MS Excel, MS Word, and PowerPoint.*           Competency in mathematical concepts and computations (i.e. multiplication and division, addition and subtraction, percentages, fractions, ratios, metric conversions)*           Speak, write and understand English fluently;*           Ability to solve practical problems and deal with changing conditions;*           Organization and planning skills; research skills; technical writing;*           Familiarity with CFR 29, CFR40, CFR 49, CFR 6 and other applicable regulations.*           Technical background in chemistry helpful.Major Accountabilities:*           Perform all functions under limited supervision;*           Document preparation in regard to regulatory compliance issues;*           Maintain and update current corporate safety SOPs - including working with branch facilities regarding specific state requirements;*           Assist in site security measures and initiatives;*           Document preparation in regard to regulatory compliance issues;*           Special Projects including ADSCP, SPCC, Remediation, etc.;*           Backup to EHS manager in regard to safety training, confined space, contractor training, respirator fit testing;*           Initiate all incident investigations with follow-up on corrective actions;*           Conduct significant research in regard to regulatory and compliance issues;*           Maintain and update EHS library;*           Other duties as assigned by EHS management.Bottom Line Requirements:1.  Associate's or Bachelor's Degree in applicable discipline (Occupational Safety and Health, Environmental Technologies, etc).2.  Computer proficiency in MS Excel, MS Word, and PowerPoint.3.  Organization and planning skills; research skills; technical writing.4.  Experience with EHS regulations like CFR 29, CFR40, CFR 49, CFR 6.5.  Local or close enough for a short easy move. 6.  Technical background in chemistry helpful. Bottom Line Requirements:1.  Associate's or Bachelor's Degree in applicable discipline (Occupational Safety and Health, Environmental Technologies, etc).2.  Computer proficiency in MS Excel, MS Word, and PowerPoint.3.  Organization and planning skills; research skills; technical writing.4.  Experience with EHS regulations like CFR 29, CFR40, CFR 49, CFR 6.5.  Local or close enough for a short easy move.",1,emscad,emscad_fraud
